seqid	assembly	chromosome	start	end	strand	geneID	hsfamily	lsfamily
Os03t0619875-01	IRGSP-1.0	3	23512612	23513573	-1	Os03g0619875	0	0
Os03t0620400-01	IRGSP-1.0	3	23523560	23528315	1	Os03g0620400	0	233
Os03t0620500-01	IRGSP-1.0	3	23533463	23538865	1	Os03g0620500	1765	233
Os03t0620800-01	IRGSP-1.0	3	23545490	23547647	-1	Os03g0620800	0	0
Os03t0621400-01	IRGSP-1.0	3	23556180	23562967	1	Os03g0621400	856	41
Os03t0621600-00	IRGSP-1.0	3	23568423	23572574	1	Os03g0621600	2661	233
Os03t0621650-00	IRGSP-1.0	3	23575277	23577245	1	Os03g0621650	2661	233
Os03t0621700-01	IRGSP-1.0	3	23577786	23590444	-1	Os03g0621700	2662	597
Os03t0621900-00	IRGSP-1.0	3	23592134	23597431	1	Os03g0621900	2661	233
Os03t0622100-01	IRGSP-1.0	3	23609771	23611883	1	Os03g0622100	4580	630
Os03t0622200-01	IRGSP-1.0	3	23613955	23616375	1	Os03g0622200	4580	630
Os03t0622300-01	IRGSP-1.0	3	23616665	23620252	-1	Os03g0622300	0	0
Os03t0622500-01	IRGSP-1.0	3	23624215	23630665	-1	Os03g0622500	61	122
Os03t0622600-01	IRGSP-1.0	3	23633274	23640082	-1	Os03g0622600	4581	3989
Os03t0622700-00	IRGSP-1.0	3	23636283	23638730	1	Os03g0622700	319	376
Os03t0623100-01	IRGSP-1.0	3	23655935	23657162	1	Os03g0623100	0	0
Os03t0624000-00	IRGSP-1.0	3	23694318	23695622	1	Os03g0624000	10	34
Os03t0624300-01	IRGSP-1.0	3	23715220	23715752	1	Os03g0624300	4582	2670
Os03t0624600-01	IRGSP-1.0	3	23734580	23736562	1	Os03g0624600	5	17
Os03t0624700-00	IRGSP-1.0	3	23734689	23735711	-1	Os03g0624700	776	838
Os03t0624800-01	IRGSP-1.0	3	23738885	23746139	1	Os03g0624800	3319	3
Os03t0624900-00	IRGSP-1.0	3	23754702	23755198	1	Os03g0624900	0	0
Os03t0625300-00	IRGSP-1.0	3	23781012	23782726	1	Os03g0625300	2663	436
Os03t0625201-00	IRGSP-1.0	3	23781143	23782589	-1	Os03g0625201	0	0
Os03t0625700-01	IRGSP-1.0	3	23797158	23808349	-1	Os03g0625700	4583	3990
Os03t0625800-01	IRGSP-1.0	3	23812565	23816582	1	Os03g0625800	1766	374
Os03t0625900-01	IRGSP-1.0	3	23817641	23824212	-1	Os03g0625900	1172	488
Os03t0625933-00	IRGSP-1.0	3	23827633	23831445	1	Os03g0625933	1766	374
Os03t0625966-00	IRGSP-1.0	3	23831005	23832562	-1	Os03g0625966	0	0
Os03t0626000-01	IRGSP-1.0	3	23831912	23832694	1	Os03g0626000	0	374
Os03t0626100-01	IRGSP-1.0	3	23836063	23839587	1	Os03g0626100	1766	374
Os03t0626200-01	IRGSP-1.0	3	23841765	23844369	1	Os03g0626200	0	0
Os03t0626400-01	IRGSP-1.0	3	23848139	23848671	1	Os03g0626400	0	0
Os03t0626500-00	IRGSP-1.0	3	23850245	23851996	1	Os03g0626500	0	237
Os03t0626600-01	IRGSP-1.0	3	23855253	23861941	1	Os03g0626600	1729	1820
Os03t0626700-01	IRGSP-1.0	3	23870233	23876307	-1	Os03g0626700	1087	48
Os03t0626750-00	IRGSP-1.0	3	23872581	23873199	1	Os03g0626750	0	1423
Os03t0626800-02	IRGSP-1.0	3	23888820	23895449	1	Os03g0626800	166	341
Os03t0627100-00	IRGSP-1.0	3	23900148	23900959	-1	Os03g0627100	398	3
Os03t0627300-01	IRGSP-1.0	3	23907657	23913207	1	Os03g0627300	0	3475
Os03t0627500-01	IRGSP-1.0	3	23925619	23934166	1	Os03g0627500	1572	1364
Os03t0627900-01	IRGSP-1.0	3	23950274	23954477	1	Os03g0627900	0	185
Os03t0628800-01	IRGSP-1.0	3	23989148	23997520	1	Os03g0628800	2169	2284
Os03t0628900-01	IRGSP-1.0	3	23998912	24003186	-1	Os03g0628900	0	0
Os03t0629450-00	IRGSP-1.0	3	24018515	24019271	-1	Os03g0629450	0	0
Os03t0629800-01	IRGSP-1.0	3	24046131	24047194	1	Os03g0629800	1884	247
Os03t0629900-01	IRGSP-1.0	3	24049424	24053785	-1	Os03g0629900	0	0
Os03t0632200-00	IRGSP-1.0	3	24155727	24157253	1	Os03g0632200	817	234
Os03t0632800-01	IRGSP-1.0	3	24174355	24180456	-1	Os03g0632800	1547	758
Os03t0632950-00	IRGSP-1.0	3	24176830	24180391	1	Os03g0632950	4584	3991
Os03t0633100-00	IRGSP-1.0	3	24189817	24190437	1	Os03g0633100	1767	1033
Os03t0633400-01	IRGSP-1.0	3	24193288	24197393	1	Os03g0633400	1767	1033
Os03t0633500-01	IRGSP-1.0	3	24198649	24202021	-1	Os03g0633500	76	99
Os03t0633800-01	IRGSP-1.0	3	24212554	24213858	1	Os03g0633800	76	99
Os03t0633900-01	IRGSP-1.0	3	24215372	24219439	-1	Os03g0633900	0	2361
Os03t0634000-01	IRGSP-1.0	3	24220064	24222271	-1	Os03g0634000	0	2671
Os03t0634400-01	IRGSP-1.0	3	24226372	24227930	-1	Os03g0634400	14	7
Os03t0635000-00	IRGSP-1.0	3	24250816	24252387	-1	Os03g0635000	398	3
Os03t0635100-01	IRGSP-1.0	3	24252686	24256939	-1	Os03g0635100	0	880
Os03t0635800-01	IRGSP-1.0	3	24271414	24277905	-1	Os03g0635800	2664	2672
Os03t0636300-01	IRGSP-1.0	3	24284210	24284950	1	Os03g0636300	0	0
Os03t0636600-01	IRGSP-1.0	3	24341231	24344739	1	Os03g0636600	0	0
Os03t0636700-00	IRGSP-1.0	3	24347498	24349006	1	Os03g0636700	56	129
Os03t0636800-01	IRGSP-1.0	3	24351975	24357284	-1	Os03g0636800	821	766
Os03t0637600-04	IRGSP-1.0	3	24401404	24402525	-1	Os03g0637600	223	2
Os03t0637800-01	IRGSP-1.0	3	24415884	24420065	1	Os03g0637800	0	1
Os03t0637900-01	IRGSP-1.0	3	24426730	24428723	-1	Os03g0637900	4585	2200
Os03t0638000-00	IRGSP-1.0	3	24429236	24429946	-1	Os03g0638000	0	1504
Os03t0638200-01	IRGSP-1.0	3	24449135	24451270	1	Os03g0638200	1768	1477
Os03t0638250-00	IRGSP-1.0	3	24452396	24453609	-1	Os03g0638250	0	0
Os03t0638300-01	IRGSP-1.0	3	24454477	24457481	-1	Os03g0638300	1487	534
Os03t0638400-01	IRGSP-1.0	3	24466606	24473558	1	Os03g0638400	0	0
Os03t0638800-01	IRGSP-1.0	3	24476060	24480927	1	Os03g0638800	1056	38
Os03t0638900-01	IRGSP-1.0	3	24487877	24489307	-1	Os03g0638900	2385	192
Os03t0639100-00	IRGSP-1.0	3	24514494	24515219	1	Os03g0639100	0	0
Os03t0639200-01	IRGSP-1.0	3	24518166	24527426	1	Os03g0639200	0	0
Os03t0639233-00	IRGSP-1.0	3	24528339	24528683	1	Os03g0639233	2146	1660
Os03t0639300-01	IRGSP-1.0	3	24544511	24549550	1	Os03g0639300	0	8
Os03t0639350-00	IRGSP-1.0	3	24545058	24547092	-1	Os03g0639350	0	0
Os03t0639400-01	IRGSP-1.0	3	24564913	24565726	-1	Os03g0639400	0	1130
Os03t0639600-01	IRGSP-1.0	3	24574540	24579212	-1	Os03g0639600	470	611
Os03t0639700-01	IRGSP-1.0	3	24591421	24596437	1	Os03g0639700	2433	1063
Os03t0639800-01	IRGSP-1.0	3	24596843	24600376	-1	Os03g0639800	4586	894
Os03t0640000-00	IRGSP-1.0	3	24616417	24617859	-1	Os03g0640000	901	904
Os03t0640100-01	IRGSP-1.0	3	24621460	24629502	-1	Os03g0640100	1769	664
Os03t0640300-01	IRGSP-1.0	3	24630180	24634746	-1	Os03g0640300	0	2673
Os03t0640400-01	IRGSP-1.0	3	24638186	24641449	-1	Os03g0640400	0	0
Os03t0640800-03	IRGSP-1.0	3	24651873	24653685	-1	Os03g0640800	287	960
Os03t0640825-00	IRGSP-1.0	3	24652014	24657602	1	Os03g0640825	0	0
Os03t0641200-00	IRGSP-1.0	3	24692974	24693660	-1	Os03g0641200	1334	437
Os03t0641250-00	IRGSP-1.0	3	24693330	24698163	1	Os03g0641250	1943	2069
Os03t0641300-01	IRGSP-1.0	3	24705008	24706533	-1	Os03g0641300	0	0
Os03t0641500-01	IRGSP-1.0	3	24721230	24723141	1	Os03g0641500	0	168
Os03t0641700-02	IRGSP-1.0	3	24727408	24732318	1	Os03g0641700	4587	3992
Os03t0642300-00	IRGSP-1.0	3	24744077	24745553	1	Os03g0642300	41	63
Os03t0642450-00	IRGSP-1.0	3	24754578	24755402	1	Os03g0642450	891	948
Os03t0642600-00	IRGSP-1.0	3	24759259	24763597	-1	Os03g0642600	597	1
Os03t0642900-00	IRGSP-1.0	3	24768026	24782984	-1	Os03g0642900	1770	1425
Os03t0643000-00	IRGSP-1.0	3	24784051	24786767	-1	Os03g0643000	1770	1425
Os03t0643050-00	IRGSP-1.0	3	24787445	24792638	1	Os03g0643050	61	122
Os03t0643100-01	IRGSP-1.0	3	24792645	24794517	-1	Os03g0643100	1237	1342
Os03t0643250-00	IRGSP-1.0	3	24804681	24807161	-1	Os03g0643250	1770	1425
Os03t0643300-02	IRGSP-1.0	3	24810090	24818037	-1	Os03g0643300	0	1409
Os03t0643433-00	IRGSP-1.0	3	24811805	24814017	1	Os03g0643433	0	767
Os03t0643522-00	IRGSP-1.0	3	24822798	24823019	1	Os03g0643522	4050	3655
Os03t0643611-00	IRGSP-1.0	3	24823190	24823465	-1	Os03g0643611	0	0
Os03t0643700-01	IRGSP-1.0	3	24825376	24826577	-1	Os03g0643700	23	49
Os03t0643800-00	IRGSP-1.0	3	24825667	24829641	1	Os03g0643800	605	5
Os03t0643900-01	IRGSP-1.0	3	24833917	24835197	-1	Os03g0643900	4588	2674
Os03t0644000-01	IRGSP-1.0	3	24835605	24841302	1	Os03g0644000	2128	1650
Os03t0644200-01	IRGSP-1.0	3	24843343	24845622	-1	Os03g0644200	0	3
Os03t0644400-02	IRGSP-1.0	3	24850198	24853211	-1	Os03g0644400	4589	2222
Os03t0644600-00	IRGSP-1.0	3	24865500	24866379	-1	Os03g0644600	905	1068
Os03t0644700-01	IRGSP-1.0	3	24881757	24883321	1	Os03g0644700	0	209
Os03t0644850-00	IRGSP-1.0	3	24882399	24884230	-1	Os03g0644850	2666	577
Os03t0645000-00	IRGSP-1.0	3	24894987	24898072	1	Os03g0645000	869	183
Os03t0645100-01	IRGSP-1.0	3	24902822	24905484	1	Os03g0645100	4590	1426
Os03t0645200-01	IRGSP-1.0	3	24905586	24907886	-1	Os03g0645200	4591	1427
Os03t0645250-00	IRGSP-1.0	3	24905964	24910950	1	Os03g0645250	0	0
Os03t0645900-00	IRGSP-1.0	3	24959201	24961260	1	Os03g0645900	1771	751
Os03t0645966-00	IRGSP-1.0	3	24959718	24961198	-1	Os03g0645966	1674	1838
Os03t0646032-01	IRGSP-1.0	3	24996395	24998425	-1	Os03g0646032	0	0
Os03t0646100-01	IRGSP-1.0	3	24996647	25000959	1	Os03g0646100	2667	2675
Os03t0646200-01	IRGSP-1.0	3	25001670	25003485	-1	Os03g0646200	0	255
Os03t0646300-01	IRGSP-1.0	3	25003664	25007784	1	Os03g0646300	1151	219
Os03t0646350-00	IRGSP-1.0	3	25003873	25007505	-1	Os03g0646350	0	0
Os03t0646400-01	IRGSP-1.0	3	25009415	25010369	-1	Os03g0646400	2668	2603
Os03t0646800-01	IRGSP-1.0	3	25033523	25041950	1	Os03g0646800	0	0
Os03t0646900-01	IRGSP-1.0	3	25042427	25051072	-1	Os03g0646900	2669	203
Os03t0647400-01	IRGSP-1.0	3	25061470	25062348	1	Os03g0647400	4592	3993
Os03t0647500-02	IRGSP-1.0	3	25063166	25066668	-1	Os03g0647500	828	514
Os03t0647575-00	IRGSP-1.0	3	25066093	25066665	1	Os03g0647575	4593	3994
Os03t0647600-01	IRGSP-1.0	3	25069214	25074703	-1	Os03g0647600	271	478
Os03t0647800-01	IRGSP-1.0	3	25093039	25096872	-1	Os03g0647800	4594	3995
Os03t0648100-01	IRGSP-1.0	3	25102500	25104053	-1	Os03g0648100	2670	164
Os03t0648250-00	IRGSP-1.0	3	25110944	25111773	-1	Os03g0648250	4595	1174
Os03t0648300-01	IRGSP-1.0	3	25116242	25124259	-1	Os03g0648300	3123	129
Os03t0648400-03	IRGSP-1.0	3	25127296	25130863	1	Os03g0648400	1417	212
Os03t0648450-00	IRGSP-1.0	3	25129823	25130866	-1	Os03g0648450	4596	3996
Os03t0648500-01	IRGSP-1.0	3	25131035	25131791	-1	Os03g0648500	0	31
Os03t0648600-00	IRGSP-1.0	3	25135397	25136081	1	Os03g0648600	1	4
Os03t0648800-00	IRGSP-1.0	3	25139612	25140600	-1	Os03g0648800	84	181
Os03t0648900-02	IRGSP-1.0	3	25142553	25146392	1	Os03g0648900	0	0
Os03t0649000-01	IRGSP-1.0	3	25147591	25151544	-1	Os03g0649000	4597	2056
Os03t0649050-00	IRGSP-1.0	3	25147857	25151143	1	Os03g0649050	4598	3997
Os03t0649275-01	IRGSP-1.0	3	25169665	25171548	-1	Os03g0649275	0	0
Os03t0650000-01	IRGSP-1.0	3	25197057	25206948	1	Os03g0650000	514	712
Os03t0650200-00	IRGSP-1.0	3	25219722	25221556	-1	Os03g0650200	117	6
Os03t0650300-00	IRGSP-1.0	3	25227501	25228258	-1	Os03g0650300	1772	1908
Os03t0650350-00	IRGSP-1.0	3	25227577	25228502	1	Os03g0650350	0	0
Os03t0650400-01	IRGSP-1.0	3	25234046	25240194	1	Os03g0650400	0	425
Os03t0650700-01	IRGSP-1.0	3	25250967	25254279	1	Os03g0650700	3991	768
Os03t0650800-00	IRGSP-1.0	3	25264262	25267488	1	Os03g0650800	0	320
Os03t0650900-01	IRGSP-1.0	3	25268199	25272892	-1	Os03g0650900	669	2931
Os03t0651000-01	IRGSP-1.0	3	25276432	25278489	1	Os03g0651000	0	0
Os03t0651100-01	IRGSP-1.0	3	25279444	25286387	-1	Os03g0651100	0	327
Os03t0651201-01	IRGSP-1.0	3	25290922	25296331	-1	Os03g0651201	0	0
Os03t0651300-01	IRGSP-1.0	3	25297660	25301859	-1	Os03g0651300	0	3998
Os03t0651700-01	IRGSP-1.0	3	25312532	25313578	-1	Os03g0651700	0	0
Os03t0651800-00	IRGSP-1.0	3	25315697	25317065	1	Os03g0651800	30	52
Os03t0651900-01	IRGSP-1.0	3	25319033	25319594	-1	Os03g0651900	0	0
Os03t0651950-00	IRGSP-1.0	3	25326669	25328681	1	Os03g0651950	0	0
Os03t0652000-02	IRGSP-1.0	3	25328600	25330063	-1	Os03g0652000	243	283
Os03t0652050-00	IRGSP-1.0	3	25334335	25344927	-1	Os03g0652050	0	0
Os03t0652100-01	IRGSP-1.0	3	25334373	25344979	1	Os03g0652100	4599	3999
Os03t0652400-00	IRGSP-1.0	3	25356731	25358226	-1	Os03g0652400	636	234
Os03t0652600-00	IRGSP-1.0	3	25376204	25376854	-1	Os03g0652600	4599	3999
Os03t0653100-00	IRGSP-1.0	3	25395294	25396720	1	Os03g0653100	636	234
Os03t0653900-00	IRGSP-1.0	3	25463483	25464304	-1	Os03g0653900	0	375
Os03t0654400-01	IRGSP-1.0	3	25504252	25509983	-1	Os03g0654400	2671	437
Os03t0654500-01	IRGSP-1.0	3	25512212	25517263	-1	Os03g0654500	0	3962
Os03t0654600-01	IRGSP-1.0	3	25520279	25525342	-1	Os03g0654600	0	2990
Os03t0654700-01	IRGSP-1.0	3	25526785	25530702	-1	Os03g0654700	0	380
Os03t0654800-01	IRGSP-1.0	3	25537516	25538078	1	Os03g0654800	0	0
Os03t0654900-01	IRGSP-1.0	3	25538864	25540143	1	Os03g0654900	4601	4000
Os03t0655000-01	IRGSP-1.0	3	25540108	25544767	-1	Os03g0655000	0	5
Os03t0655100-00	IRGSP-1.0	3	25547399	25548779	1	Os03g0655100	4602	380
Os03t0655200-01	IRGSP-1.0	3	25552429	25556486	-1	Os03g0655200	0	0
Os03t0655300-00	IRGSP-1.0	3	25558161	25560601	1	Os03g0655300	0	2653
Os03t0655400-01	IRGSP-1.0	3	25563660	25564431	1	Os03g0655400	0	0
Os03t0655500-00	IRGSP-1.0	3	25570221	25572205	1	Os03g0655500	0	41
Os03t0655600-01	IRGSP-1.0	3	25576066	25582778	1	Os03g0655600	0	0
Os03t0655700-01	IRGSP-1.0	3	25586373	25590653	1	Os03g0655700	0	1563
Os03t0655850-00	IRGSP-1.0	3	25586377	25590380	-1	Os03g0655850	0	0
Os03t0656000-00	IRGSP-1.0	3	25592632	25594157	-1	Os03g0656000	0	90
Os03t0656051-00	IRGSP-1.0	3	25593570	25594160	1	Os03g0656051	0	4001
Os03t0656075-00	IRGSP-1.0	3	25595522	25596430	-1	Os03g0656075	2012	2135
Os03t0656100-01	IRGSP-1.0	3	25599781	25600275	-1	Os03g0656100	0	0
Os03t0656201-01	IRGSP-1.0	3	25601289	25603902	-1	Os03g0656201	0	622
Os03t0656500-01	IRGSP-1.0	3	25613825	25616179	1	Os03g0656500	1215	896
Os03t0656800-02	IRGSP-1.0	3	25624210	25625379	1	Os03g0656800	202	22
Os03t0656850-00	IRGSP-1.0	3	25625612	25626841	-1	Os03g0656850	2672	1909
Os03t0656900-01	IRGSP-1.0	3	25627120	25631135	1	Os03g0656900	0	0
Os03t0657000-01	IRGSP-1.0	3	25634617	25639033	1	Os03g0657000	2673	2676
Os03t0657100-01	IRGSP-1.0	3	25639131	25642187	-1	Os03g0657100	4603	968
Os03t0657400-00	IRGSP-1.0	3	25651039	25651556	-1	Os03g0657400	6	19
Os03t0658000-00	IRGSP-1.0	3	25690409	25695115	-1	Os03g0658000	668	146
Os03t0658800-01	IRGSP-1.0	3	25746127	25760738	-1	Os03g0658800	668	146
Os03t0659200-03	IRGSP-1.0	3	25800528	25801213	1	Os03g0659200	0	640
Os03t0659233-00	IRGSP-1.0	3	25801218	25801469	1	Os03g0659233	0	0
Os03t0659266-00	IRGSP-1.0	3	25801480	25801599	1	Os03g0659266	0	0
Os03t0659300-01	IRGSP-1.0	3	25801633	25804431	-1	Os03g0659300	0	1186
Os03t0659350-01	IRGSP-1.0	3	25804024	25804877	1	Os03g0659350	0	0
Os03t0659400-01	IRGSP-1.0	3	25805348	25810838	-1	Os03g0659400	0	2026
Os03t0659450-00	IRGSP-1.0	3	25805372	25810848	1	Os03g0659450	0	0
Os03t0659700-01	IRGSP-1.0	3	25845328	25845980	1	Os03g0659700	48	131
Os03t0659800-01	IRGSP-1.0	3	25846208	25847253	-1	Os03g0659800	1492	1676
Os03t0659900-01	IRGSP-1.0	3	25850674	25858175	-1	Os03g0659900	0	0
Os03t0660000-01	IRGSP-1.0	3	25859710	25860366	-1	Os03g0660000	0	0
Os03t0660300-00	IRGSP-1.0	3	25884212	25884624	1	Os03g0660300	481	46
Os03t0660400-00	IRGSP-1.0	3	25893155	25893521	1	Os03g0660400	481	46
Os03t0660500-00	IRGSP-1.0	3	25898609	25899041	1	Os03g0660500	481	46
Os03t0660700-01	IRGSP-1.0	3	25908352	25910162	-1	Os03g0660700	0	0
Os03t0661300-01	IRGSP-1.0	3	25942767	25946686	1	Os03g0661300	295	287
Os03t0661250-00	IRGSP-1.0	3	25943115	25945620	-1	Os03g0661250	1008	2128
Os03t0661500-01	IRGSP-1.0	3	25960079	25961643	1	Os03g0661500	4604	2677
Os03t0661600-01	IRGSP-1.0	3	25972352	25973470	-1	Os03g0661600	63	61
Os03t0661800-01	IRGSP-1.0	3	25978555	25990239	-1	Os03g0661800	4605	196
Os03t0661900-01	IRGSP-1.0	3	25992195	25994988	1	Os03g0661900	0	4002
Os03t0662000-01	IRGSP-1.0	3	25999703	26004567	1	Os03g0662000	2022	1241
Os03t0663100-01	IRGSP-1.0	3	26018813	26022901	1	Os03g0663100	4605	196
Os03t0663400-02	IRGSP-1.0	3	26032958	26033800	-1	Os03g0663400	63	61
Os03t0663500-00	IRGSP-1.0	3	26034426	26035297	-1	Os03g0663500	63	61
Os03t0663600-00	IRGSP-1.0	3	26034532	26035341	1	Os03g0663600	0	0
Os03t0663700-01	IRGSP-1.0	3	26064148	26068769	1	Os03g0663700	95	237
Os03t0663750-00	IRGSP-1.0	3	26070770	26072916	1	Os03g0663750	0	0
Os03t0663800-01	IRGSP-1.0	3	26071820	26072928	-1	Os03g0663800	0	3012
Os03t0663900-00	IRGSP-1.0	3	26073918	26076563	-1	Os03g0663900	0	94
Os03t0664300-00	IRGSP-1.0	3	26093843	26095355	1	Os03g0664300	636	234
Os03t0664400-01	IRGSP-1.0	3	26096042	26096834	1	Os03g0664400	171	94
Os03t0664650-00	IRGSP-1.0	3	26114970	26115966	-1	Os03g0664650	0	0
Os03t0664600-00	IRGSP-1.0	3	26115036	26115854	1	Os03g0664600	0	94
Os03t0664700-01	IRGSP-1.0	3	26117499	26119699	-1	Os03g0664700	0	0
Os03t0664800-01	IRGSP-1.0	3	26119970	26120830	1	Os03g0664800	771	833
Os03t0664901-00	IRGSP-1.0	3	26124192	26125082	-1	Os03g0664901	0	2292
Os03t0665000-00	IRGSP-1.0	3	26147658	26148618	1	Os03g0665000	771	833
Os03t0665200-01	IRGSP-1.0	3	26152222	26155155	-1	Os03g0665200	37	103
Os03t0665700-00	IRGSP-1.0	3	26190016	26190583	1	Os03g0665700	976	238
Os03t0665800-01	IRGSP-1.0	3	26193470	26196512	1	Os03g0665800	0	0
Os03t0665751-00	IRGSP-1.0	3	26193742	26194693	-1	Os03g0665751	0	2245
Os03t0665950-01	IRGSP-1.0	3	26200938	26201928	1	Os03g0665950	4575	1378
Os03t0666100-00	IRGSP-1.0	3	26202267	26207681	1	Os03g0666100	2387	1378
Os03t0666200-01	IRGSP-1.0	3	26207742	26211666	-1	Os03g0666200	1238	1842
Os03t0666300-00	IRGSP-1.0	3	26216771	26218206	1	Os03g0666300	0	1758
Os03t0666500-01	IRGSP-1.0	3	26234213	26240648	1	Os03g0666500	1208	40
Os03t0666550-00	IRGSP-1.0	3	26236032	26240498	-1	Os03g0666550	0	0
Os03t0666600-01	IRGSP-1.0	3	26237736	26239446	-1	Os03g0666600	281	5
Os03t0666700-01	IRGSP-1.0	3	26240893	26244246	-1	Os03g0666700	1088	1306
Os03t0666800-01	IRGSP-1.0	3	26246553	26247660	1	Os03g0666800	4606	4003
Os03t0666850-01	IRGSP-1.0	3	26248916	26251894	-1	Os03g0666850	0	0
Os03t0667100-01	IRGSP-1.0	3	26263666	26267256	-1	Os03g0667100	1490	2036
Os03t0667150-00	IRGSP-1.0	3	26264091	26266655	1	Os03g0667150	3548	3293
Os03t0667201-00	IRGSP-1.0	3	26268250	26268366	1	Os03g0667201	0	0
Os03t0667300-00	IRGSP-1.0	3	26276422	26277614	-1	Os03g0667300	208	406
Os03t0667400-01	IRGSP-1.0	3	26283668	26287175	1	Os03g0667400	4607	255
Os03t0667500-01	IRGSP-1.0	3	26286254	26292018	-1	Os03g0667500	208	406
Os03t0667700-01	IRGSP-1.0	3	26293277	26298494	-1	Os03g0667700	0	0
Os03t0667800-00	IRGSP-1.0	3	26308766	26309724	-1	Os03g0667800	4477	3928
Os03t0668000-01	IRGSP-1.0	3	26317071	26319485	1	Os03g0668000	859	234
Os03t0668033-01	IRGSP-1.0	3	26320544	26323632	-1	Os03g0668033	0	0
Os03t0668100-00	IRGSP-1.0	3	26325989	26327533	1	Os03g0668100	859	234
Os03t0668400-01	IRGSP-1.0	3	26344497	26351566	1	Os03g0668400	4607	255
Os03t0668500-01	IRGSP-1.0	3	26363077	26364417	1	Os03g0668500	0	0
Os03t0668900-01	IRGSP-1.0	3	26377651	26379867	1	Os03g0668900	4608	2923
Os03t0669000-01	IRGSP-1.0	3	26380709	26385454	-1	Os03g0669000	4609	39
Os03t0669100-02	IRGSP-1.0	3	26396385	26397372	-1	Os03g0669100	0	0
Os03t0669200-01	IRGSP-1.0	3	26398641	26406492	-1	Os03g0669200	0	677
Os03t0669300-01	IRGSP-1.0	3	26407829	26410517	-1	Os03g0669300	750	22
Os03t0669450-00	IRGSP-1.0	3	26408918	26409452	1	Os03g0669450	0	1909
Os03t0669600-02	IRGSP-1.0	3	26420422	26422220	1	Os03g0669600	0	3867
Os03t0669900-00	IRGSP-1.0	3	26425197	26442532	-1	Os03g0669900	859	234
Os03t0669800-01	IRGSP-1.0	3	26433380	26438222	1	Os03g0669800	0	1143
Os03t0670000-01	IRGSP-1.0	3	26442731	26444288	1	Os03g0670000	0	0
Os03t0670100-01	IRGSP-1.0	3	26445311	26448758	-1	Os03g0670100	0	64
Os03t0670200-01	IRGSP-1.0	3	26448864	26451465	1	Os03g0670200	0	0
Os03t0670366-00	IRGSP-1.0	3	26448955	26451286	-1	Os03g0670366	0	1428
Os03t0670700-04	IRGSP-1.0	3	26460060	26461127	1	Os03g0670700	764	14
Os03t0670800-00	IRGSP-1.0	3	26462747	26463154	-1	Os03g0670800	0	0
Os03t0671000-00	IRGSP-1.0	3	26466125	26468970	1	Os03g0671000	224	8
Os03t0671800-01	IRGSP-1.0	3	26505145	26509491	-1	Os03g0671800	560	8
Os03t0672300-01	IRGSP-1.0	3	26526743	26530676	-1	Os03g0672300	3436	520
Os03t0672400-01	IRGSP-1.0	3	26531313	26534354	-1	Os03g0672400	3543	3291
Os03t0672500-00	IRGSP-1.0	3	26541774	26542496	-1	Os03g0672500	2675	2542
Os03t0672700-01	IRGSP-1.0	3	26547357	26548776	-1	Os03g0672700	0	0
Os03t0672900-00	IRGSP-1.0	3	26576580	26579053	1	Os03g0672900	430	271
Os03t0672950-00	IRGSP-1.0	3	26577364	26579056	-1	Os03g0672950	1726	1414
Os03t0673000-00	IRGSP-1.0	3	26581781	26582090	-1	Os03g0673000	359	114
Os03t0673400-01	IRGSP-1.0	3	26602176	26602704	1	Os03g0673400	2676	2678
Os03t0673500-00	IRGSP-1.0	3	26605077	26610235	-1	Os03g0673500	359	114
Os03t0673600-01	IRGSP-1.0	3	26617086	26618211	-1	Os03g0673600	3398	3107
Os03t0673700-01	IRGSP-1.0	3	26622941	26623429	1	Os03g0673700	2676	2678
Os03t0673800-01	IRGSP-1.0	3	26623621	26632189	-1	Os03g0673800	2677	455
Os03t0673900-00	IRGSP-1.0	3	26623812	26629836	1	Os03g0673900	0	0
Os03t0674300-01	IRGSP-1.0	3	26654438	26657843	1	Os03g0674300	0	1861
Os03t0674600-01	IRGSP-1.0	3	26679039	26683370	-1	Os03g0674600	0	0
Os03t0674700-01	IRGSP-1.0	3	26679255	26682044	1	Os03g0674700	80	157
Os03t0674900-00	IRGSP-1.0	3	26691176	26691905	1	Os03g0674900	2678	2679
Os03t0675000-01	IRGSP-1.0	3	26694745	26695220	-1	Os03g0675000	0	0
Os03t0675300-01	IRGSP-1.0	3	26706309	26707932	-1	Os03g0675300	2679	1910
Os03t0675500-00	IRGSP-1.0	3	26722044	26722627	-1	Os03g0675500	0	4004
Os03t0675600-01	IRGSP-1.0	3	26730963	26731809	1	Os03g0675600	896	1119
Os03t0675700-01	IRGSP-1.0	3	26733986	26736205	1	Os03g0675700	0	0
Os03t0676100-00	IRGSP-1.0	3	26740436	26741188	1	Os03g0676100	4611	4005
Os03t0676300-01	IRGSP-1.0	3	26746815	26747658	1	Os03g0676300	2680	2680
Os03t0676400-01	IRGSP-1.0	3	26752033	26752699	-1	Os03g0676400	1099	2602
Os03t0677101-00	IRGSP-1.0	3	26784463	26788834	-1	Os03g0677101	817	234
Os03t0677475-00	IRGSP-1.0	3	26797276	26797921	-1	Os03g0677475	2681	1897
Os03t0678400-01	IRGSP-1.0	3	26863036	26864940	1	Os03g0678400	1489	415
Os03t0678800-00	IRGSP-1.0	3	26878159	26879403	1	Os03g0678800	672	859
