seqid	assembly	chromosome	start	end	strand	geneID
Os06t0279350-00	IRGSP-1.0	6	9670245	9670575	-1	Os06g0279350
Os03t0670200-01	IRGSP-1.0	3	26448864	26451465	1	Os03g0670200
Os03t0670200-02	IRGSP-1.0	3	26449655	26451441	1	Os03g0670200
Os01t0117600-01	IRGSP-1.0	1	994712	997262	-1	Os01g0117600
Os01t0649000-01	IRGSP-1.0	1	26183883	26190120	1	Os01g0649000
Os10t0509100-01	IRGSP-1.0	10	19555089	19556953	1	Os10g0509100
Os10t0509100-02	IRGSP-1.0	10	19555939	19558369	1	Os10g0509100
Os01t0935000-01	IRGSP-1.0	1	41011330	41015063	-1	Os01g0935000
Os03t0747600-01	IRGSP-1.0	3	30747595	30749218	1	Os03g0747600
Os03t0747600-02	IRGSP-1.0	3	30749030	30755670	1	Os03g0747600
Os07t0587100-01	IRGSP-1.0	7	23888294	23891582	-1	Os07g0587100
Os06t0641575-00	IRGSP-1.0	6	26097136	26098831	1	Os06g0641575
Os01t0848766-00	IRGSP-1.0	1	36466723	36470258	1	Os01g0848766
Os01t0829600-01	IRGSP-1.0	1	35497039	35498413	-1	Os01g0829600
Os06t0150100-01	IRGSP-1.0	6	2584171	2586156	-1	Os06g0150100
Os04t0545250-01	IRGSP-1.0	4	27326577	27327802	1	Os04g0545250
Os02t0602900-01	IRGSP-1.0	2	23605516	23607650	1	Os02g0602900
Os06t0300500-01	IRGSP-1.0	6	11200132	11203938	-1	Os06g0300500
Os03t0108600-01	IRGSP-1.0	3	505922	509002	1	Os03g0108600
Os02t0578500-00	IRGSP-1.0	2	22234705	22238120	1	Os02g0578500
Os08t0171333-00	IRGSP-1.0	8	4179589	4180539	-1	Os08g0171333
Os04t0612301-00	IRGSP-1.0	4	31051207	31051503	-1	Os04g0612301
Os09t0295300-00	IRGSP-1.0	9	7087266	7087829	-1	Os09g0295300
Os11t0558300-01	IRGSP-1.0	11	20743741	20748358	1	Os11g0558300
Os03t0805700-00	IRGSP-1.0	3	33645107	33647519	1	Os03g0805700
Os02t0572600-01	IRGSP-1.0	2	21949904	21951772	-1	Os02g0572600
Os01t0900400-01	IRGSP-1.0	1	39177169	39178676	1	Os01g0900400
Os02t0185350-00	IRGSP-1.0	2	4765274	4767003	-1	Os02g0185350
Os04t0370500-00	IRGSP-1.0	4	18024564	18026012	1	Os04g0370500
Os01t0158600-01	IRGSP-1.0	1	3067950	3071237	-1	Os01g0158600
Os01t0326100-01	IRGSP-1.0	1	12509590	12510760	1	Os01g0326100
Os09t0294300-01	IRGSP-1.0	9	7017626	7020961	-1	Os09g0294300
Os01t0859600-01	IRGSP-1.0	1	37190435	37197744	-1	Os01g0859600
Os01t0681800-01	IRGSP-1.0	1	28088399	28089095	-1	Os01g0681800
Os04t0445150-00	IRGSP-1.0	4	22201022	22201649	-1	Os04g0445150
Os05t0365300-01	IRGSP-1.0	5	17512767	17517933	-1	Os05g0365300
Os05t0365300-02	IRGSP-1.0	5	17512774	17516016	-1	Os05g0365300
Os04t0511500-00	IRGSP-1.0	4	25568067	25568902	1	Os04g0511500
Os09t0418800-00	IRGSP-1.0	9	15042867	15047143	-1	Os09g0418800
Os07t0113000-01	IRGSP-1.0	7	708843	718771	1	Os07g0113000
Os12t0456100-00	IRGSP-1.0	12	15842439	15845828	1	Os12g0456100
Os11t0141900-00	IRGSP-1.0	11	1951562	1954193	1	Os11g0141900
Os01t0574400-01	IRGSP-1.0	1	22074387	22079795	1	Os01g0574400
Os01t0574400-02	IRGSP-1.0	1	22079065	22079852	1	Os01g0574400
Os11t0170400-02	IRGSP-1.0	11	3425833	3432452	1	Os11g0170400
Os11t0170400-01	IRGSP-1.0	11	3425822	3433332	1	Os11g0170400
Os09t0538700-01	IRGSP-1.0	9	21208855	21213168	1	Os09g0538700
Os06t0695900-01	IRGSP-1.0	6	29078436	29080258	-1	Os06g0695900
Os03t0770000-00	IRGSP-1.0	3	31885024	31885617	1	Os03g0770000
Os01t0717400-01	IRGSP-1.0	1	29874486	29877459	1	Os01g0717400
Os01t0270700-00	IRGSP-1.0	1	9348658	9350721	1	Os01g0270700
Os11t0214001-00	IRGSP-1.0	11	5922602	5924160	-1	Os11g0214001
Os11t0600301-01	IRGSP-1.0	11	23053079	23053500	-1	Os11g0600301
Os01t0897600-01	IRGSP-1.0	1	39004988	39009954	1	Os01g0897600
Os05t0499600-01	IRGSP-1.0	5	24594918	24596579	1	Os05g0499600
Os08t0230800-01	IRGSP-1.0	8	7982512	7985309	1	Os08g0230800
Os01t0971800-01	IRGSP-1.0	1	42874273	42875515	-1	Os01g0971800
Os08t0111800-00	IRGSP-1.0	8	632775	634197	-1	Os08g0111800
Os07t0508000-01	IRGSP-1.0	7	19290923	19299094	-1	Os07g0508000
Os08t0208200-01	IRGSP-1.0	8	6313873	6314560	-1	Os08g0208200
Os03t0180500-01	IRGSP-1.0	3	4217189	4219053	-1	Os03g0180500
Os03t0180500-02	IRGSP-1.0	3	4216734	4219023	-1	Os03g0180500
Os01t0813900-01	IRGSP-1.0	1	34612650	34619005	1	Os01g0813900
Os07t0476200-03	IRGSP-1.0	7	17230268	17233627	-1	Os07g0476200
Os07t0476200-02	IRGSP-1.0	7	17230466	17245273	-1	Os07g0476200
Os07t0476200-01	IRGSP-1.0	7	17230234	17245273	-1	Os07g0476200
Os11t0266000-01	IRGSP-1.0	11	9113889	9118446	-1	Os11g0266000
Os04t0632500-00	IRGSP-1.0	4	32189416	32193189	-1	Os04g0632500
Os07t0462700-01	IRGSP-1.0	7	16264745	16266497	1	Os07g0462700
Os06t0667600-01	IRGSP-1.0	6	27659154	27661166	-1	Os06g0667600
Os03t0778400-00	IRGSP-1.0	3	32307046	32308070	1	Os03g0778400
Os12t0552500-01	IRGSP-1.0	12	22429432	22431789	-1	Os12g0552500
Os04t0487300-01	IRGSP-1.0	4	24352461	24355355	-1	Os04g0487300
Os08t0392100-00	IRGSP-1.0	8	18568971	18570352	-1	Os08g0392100
Os03t0345700-01	IRGSP-1.0	3	12906020	12907083	-1	Os03g0345700
Os02t0532401-00	IRGSP-1.0	2	19592454	19593279	1	Os02g0532401
Os03t0165025-00	IRGSP-1.0	3	3489771	3500181	1	Os03g0165025
Os02t0464550-01	IRGSP-1.0	2	15603245	15606096	-1	Os02g0464550
Os06t0539250-01	IRGSP-1.0	6	20241554	20245065	1	Os06g0539250
Os01t0940600-01	IRGSP-1.0	1	41343327	41344264	1	Os01g0940600
Os11t0609600-01	IRGSP-1.0	11	23553177	23558494	-1	Os11g0609600
Os05t0538250-00	IRGSP-1.0	5	26731894	26734986	-1	Os05g0538250
Os12t0541350-00	IRGSP-1.0	12	21648740	21653279	-1	Os12g0541350
Os09t0319800-01	IRGSP-1.0	9	9096555	9101312	1	Os09g0319800
Os04t0568751-00	IRGSP-1.0	4	28574502	28575481	-1	Os04g0568751
Os07t0131500-00	IRGSP-1.0	7	1666092	1668002	-1	Os07g0131500
Os12t0509200-01	IRGSP-1.0	12	19608951	19611819	1	Os12g0509200
Os06t0622300-03	IRGSP-1.0	6	25014587	25019288	1	Os06g0622300
Os06t0622300-04	IRGSP-1.0	6	25014892	25019776	1	Os06g0622300
Os06t0622300-02	IRGSP-1.0	6	25013594	25019710	1	Os06g0622300
Os06t0622300-01	IRGSP-1.0	6	25013593	25019770	1	Os06g0622300
Os10t0404500-01	IRGSP-1.0	10	13778846	13782611	1	Os10g0404500
Os03t0701700-01	IRGSP-1.0	3	28169867	28174078	-1	Os03g0701700
Os03t0701700-02	IRGSP-1.0	3	28169837	28174052	-1	Os03g0701700
Os04t0259200-01	IRGSP-1.0	4	10470563	10472410	-1	Os04g0259200
Os01t0721900-01	IRGSP-1.0	1	30095422	30098794	-1	Os01g0721900
Os01t0721900-02	IRGSP-1.0	1	30095511	30096409	-1	Os01g0721900
Os03t0411000-01	IRGSP-1.0	3	16948546	16954701	1	Os03g0411000
Os09t0572900-01	IRGSP-1.0	9	22911567	22916732	-1	Os09g0572900
Os05t0433900-00	IRGSP-1.0	5	21266342	21267625	1	Os05g0433900
Os06t0199700-00	IRGSP-1.0	6	5057582	5058035	-1	Os06g0199700
Os06t0176600-01	IRGSP-1.0	6	3853275	3853953	1	Os06g0176600
Os05t0490100-01	IRGSP-1.0	5	24078058	24079845	1	Os05g0490100
Os09t0109600-01	IRGSP-1.0	9	862654	863340	1	Os09g0109600
Os03t0684300-01	IRGSP-1.0	3	27283074	27286148	1	Os03g0684300
Os01t0277100-01	IRGSP-1.0	1	9727698	9728244	1	Os01g0277100
Os03t0822200-01	IRGSP-1.0	3	34526502	34529096	-1	Os03g0822200
Os10t0331866-00	IRGSP-1.0	10	9393144	9395494	1	Os10g0331866
Os11t0617532-01	IRGSP-1.0	11	24031853	24034690	-1	Os11g0617532
Os02t0332700-01	IRGSP-1.0	2	13605066	13606083	-1	Os02g0332700
Os03t0247300-00	IRGSP-1.0	3	7792692	7795626	1	Os03g0247300
Os03t0266200-01	IRGSP-1.0	3	8800461	8803575	-1	Os03g0266200
Os06t0362100-01	IRGSP-1.0	6	14993763	14994387	1	Os06g0362100
Os09t0540150-01	IRGSP-1.0	9	21263178	21263586	-1	Os09g0540150
Os05t0383200-01	IRGSP-1.0	5	18516730	18517759	-1	Os05g0383200
Os03t0619151-00	IRGSP-1.0	3	23474911	23475779	-1	Os03g0619151
Os04t0154800-01	IRGSP-1.0	4	3766206	3768464	1	Os04g0154800
Os02t0125700-01	IRGSP-1.0	2	1344678	1347023	1	Os02g0125700
Os10t0533000-01	IRGSP-1.0	10	20725051	20731000	1	Os10g0533000
Os11t0433600-01	IRGSP-1.0	11	14028186	14029896	1	Os11g0433600
Os02t0811501-00	IRGSP-1.0	2	34745304	34745587	-1	Os02g0811501
Os02t0643900-00	IRGSP-1.0	2	25885052	25889669	1	Os02g0643900
Os07t0110000-02	IRGSP-1.0	7	551587	554121	1	Os07g0110000
Os07t0110000-01	IRGSP-1.0	7	548481	554208	1	Os07g0110000
Os11t0125900-00	IRGSP-1.0	11	1175912	1179106	1	Os11g0125900
Os07t0571700-01	IRGSP-1.0	7	23081214	23085128	-1	Os07g0571700
Os08t0270800-02	IRGSP-1.0	8	10367301	10369143	1	Os08g0270800
Os08t0270800-01	IRGSP-1.0	8	10367168	10369094	1	Os08g0270800
Os05t0537400-00	IRGSP-1.0	5	26706568	26708198	-1	Os05g0537400
Os03t0379801-00	IRGSP-1.0	3	15016948	15023305	1	Os03g0379801
Os08t0554699-00	IRGSP-1.0	8	27756270	27756946	1	Os08g0554699
Os11t0533550-00	IRGSP-1.0	11	19438155	19438407	-1	Os11g0533550
Os11t0116000-01	IRGSP-1.0	11	715445	716478	1	Os11g0116000
Os10t0436825-00	IRGSP-1.0	10	15601595	15603927	-1	Os10g0436825
Os01t0802700-01	IRGSP-1.0	1	34003692	34006460	-1	Os01g0802700
Os07t0174700-00	IRGSP-1.0	7	3919914	3920834	1	Os07g0174700
Os08t0132000-00	IRGSP-1.0	8	1793422	1794292	-1	Os08g0132000
Os05t0580000-01	IRGSP-1.0	5	28871794	28877277	-1	Os05g0580000
Os08t0141700-02	IRGSP-1.0	8	2322547	2323638	-1	Os08g0141700
Os11t0572900-00	IRGSP-1.0	11	21495107	21495861	-1	Os11g0572900
Os09t0404500-00	IRGSP-1.0	9	14272635	14273297	-1	Os09g0404500
Os05t0346100-01	IRGSP-1.0	5	16289514	16296595	1	Os05g0346100
Os01t0943000-01	IRGSP-1.0	1	41450316	41452427	1	Os01g0943000
Os04t0303100-00	IRGSP-1.0	4	13552826	13555333	-1	Os04g0303100
Os04t0551600-01	IRGSP-1.0	4	27627478	27628262	-1	Os04g0551600
Os03t0299050-00	IRGSP-1.0	3	10484222	10485047	1	Os03g0299050
Os04t0320700-01	IRGSP-1.0	4	14742590	14744334	-1	Os04g0320700
Os04t0320700-02	IRGSP-1.0	4	14742565	14744275	-1	Os04g0320700
Os06t0599700-00	IRGSP-1.0	6	23656248	23668376	1	Os06g0599700
Os02t0731400-01	IRGSP-1.0	2	30467578	30468413	1	Os02g0731400
Os09t0250200-00	IRGSP-1.0	9	3826937	3832368	1	Os09g0250200
Os08t0155550-00	IRGSP-1.0	8	3182766	3190297	1	Os08g0155550
Os03t0780500-01	IRGSP-1.0	3	32365754	32371146	1	Os03g0780500
Os03t0780500-02	IRGSP-1.0	3	32366682	32371146	1	Os03g0780500
Os06t0224775-00	IRGSP-1.0	6	6468332	6469065	-1	Os06g0224775
Os12t0194100-01	IRGSP-1.0	12	4814539	4818499	-1	Os12g0194100
Os09t0466800-01	IRGSP-1.0	9	17731574	17733252	-1	Os09g0466800
Os07t0507200-01	IRGSP-1.0	7	19252935	19257984	-1	Os07g0507200
Os08t0113800-01	IRGSP-1.0	8	740821	745479	-1	Os08g0113800
Os03t0453800-01	IRGSP-1.0	3	19511706	19515403	1	Os03g0453800
Os07t0590700-01	IRGSP-1.0	7	24078257	24079597	-1	Os07g0590700
Os10t0126100-00	IRGSP-1.0	10	1667698	1669820	-1	Os10g0126100
Os06t0526100-01	IRGSP-1.0	6	19490529	19494500	1	Os06g0526100
Os09t0571200-01	IRGSP-1.0	9	22806006	22806996	-1	Os09g0571200
Os02t0690200-01	IRGSP-1.0	2	28332949	28335404	1	Os02g0690200
Os03t0170900-01	IRGSP-1.0	3	3797807	3804132	-1	Os03g0170900
Os03t0170900-02	IRGSP-1.0	3	3797698	3799435	-1	Os03g0170900
Os07t0559400-00	IRGSP-1.0	7	22346421	22348417	-1	Os07g0559400
Os04t0565200-01	IRGSP-1.0	4	28315067	28316816	1	Os04g0565200
Os01t0864500-01	IRGSP-1.0	1	37412047	37413011	-1	Os01g0864500
Os02t0604700-00	IRGSP-1.0	2	23699960	23701630	1	Os02g0604700
Os11t0136101-00	IRGSP-1.0	11	1658278	1662670	1	Os11g0136101
Os02t0736400-01	IRGSP-1.0	2	30745770	30749371	-1	Os02g0736400
Os06t0711000-01	IRGSP-1.0	6	30066045	30066843	-1	Os06g0711000
Os08t0117400-01	IRGSP-1.0	8	969318	970248	-1	Os08g0117400
Os08t0117400-02	IRGSP-1.0	8	969323	970216	-1	Os08g0117400
Os11t0130800-01	IRGSP-1.0	11	1410921	1415618	-1	Os11g0130800
Os09t0470900-01	IRGSP-1.0	9	17918777	17923862	1	Os09g0470900
Os09t0470900-02	IRGSP-1.0	9	17918809	17923490	1	Os09g0470900
Os01t0201900-01	IRGSP-1.0	1	5591697	5596237	-1	Os01g0201900
Os01t0146200-01	IRGSP-1.0	1	2500280	2501248	1	Os01g0146200
Os03t0116600-01	IRGSP-1.0	3	939351	939886	1	Os03g0116600
Os07t0258800-00	IRGSP-1.0	7	8993952	8997189	-1	Os07g0258800
Os06t0175500-02	IRGSP-1.0	6	3801240	3804011	-1	Os06g0175500
Os06t0175500-01	IRGSP-1.0	6	3801272	3807766	-1	Os06g0175500
Os08t0387050-01	IRGSP-1.0	8	18277581	18280448	-1	Os08g0387050
Os05t0425700-01	IRGSP-1.0	5	20847174	20851077	1	Os05g0425700
Os05t0425700-02	IRGSP-1.0	5	20847243	20851009	1	Os05g0425700
Os06t0526466-00	IRGSP-1.0	6	19508718	19511234	-1	Os06g0526466
Os02t0202950-00	IRGSP-1.0	2	5760034	5760495	-1	Os02g0202950
Os06t0194000-02	IRGSP-1.0	6	4731370	4733911	1	Os06g0194000
Os06t0194000-01	IRGSP-1.0	6	4731330	4733786	1	Os06g0194000
Os04t0413301-00	IRGSP-1.0	4	20412374	20414838	-1	Os04g0413301
Os07t0546400-01	IRGSP-1.0	7	21654643	21657358	1	Os07g0546400
Os08t0548400-00	IRGSP-1.0	8	27507734	27508477	1	Os08g0548400
Os05t0200340-00	IRGSP-1.0	5	6267638	6268798	-1	Os05g0200340
Os06t0678500-00	IRGSP-1.0	6	28203891	28204265	1	Os06g0678500
Os02t0496900-01	IRGSP-1.0	2	17464027	17464615	1	Os02g0496900
Os03t0782350-00	IRGSP-1.0	3	32425658	32426559	-1	Os03g0782350
Os12t0159600-01	IRGSP-1.0	12	2979796	2980850	-1	Os12g0159600
Os12t0159600-02	IRGSP-1.0	12	2979707	2980740	-1	Os12g0159600
Os10t0122500-00	IRGSP-1.0	10	1444042	1445310	1	Os10g0122500
Os04t0100150-00	IRGSP-1.0	4	58899	61464	-1	Os04g0100150
Os05t0328333-00	IRGSP-1.0	5	15266307	15266924	1	Os05g0328333
Os07t0485400-01	IRGSP-1.0	7	17838560	17844966	1	Os07g0485400
Os04t0306750-01	IRGSP-1.0	4	13818100	13820521	-1	Os04g0306750
Os01t0967700-01	IRGSP-1.0	1	42679241	42680544	1	Os01g0967700
Os03t0794200-00	IRGSP-1.0	3	33034615	33035286	1	Os03g0794200
Os01t0789000-00	IRGSP-1.0	1	33484803	33487848	-1	Os01g0789000
Os12t0548100-01	IRGSP-1.0	12	22163667	22169820	-1	Os12g0548100
Os06t0143000-01	IRGSP-1.0	6	2256869	2260898	1	Os06g0143000
Os04t0492300-01	IRGSP-1.0	4	24593234	24604107	1	Os04g0492300
Os02t0653400-01	IRGSP-1.0	2	26349749	26353445	-1	Os02g0653400
Os08t0465400-01	IRGSP-1.0	8	22849771	22851227	1	Os08g0465400
Os06t0574550-01	IRGSP-1.0	6	22316330	22318345	1	Os06g0574550
Os02t0580966-00	IRGSP-1.0	2	22370326	22373829	1	Os02g0580966
Os04t0479800-01	IRGSP-1.0	4	23998827	24002236	1	Os04g0479800
Os06t0232200-00	IRGSP-1.0	6	6842811	6848488	1	Os06g0232200
Os02t0736300-01	IRGSP-1.0	2	30736690	30743639	-1	Os02g0736300
Os05t0481100-01	IRGSP-1.0	5	23653404	23662373	1	Os05g0481100
Os05t0481100-05	IRGSP-1.0	5	23658722	23662350	1	Os05g0481100
Os05t0481100-04	IRGSP-1.0	5	23653965	23662350	1	Os05g0481100
Os05t0481100-02	IRGSP-1.0	5	23653404	23660389	1	Os05g0481100
Os05t0481100-06	IRGSP-1.0	5	23659653	23662368	1	Os05g0481100
Os05t0481100-03	IRGSP-1.0	5	23653405	23659257	1	Os05g0481100
Os03t0607700-01	IRGSP-1.0	3	22850942	22852108	-1	Os03g0607700
Os11t0153100-01	IRGSP-1.0	11	2481639	2482137	1	Os11g0153100
Os03t0125900-01	IRGSP-1.0	3	1484212	1485927	1	Os03g0125900
Os03t0125900-02	IRGSP-1.0	3	1484367	1486097	1	Os03g0125900
Os08t0530400-02	IRGSP-1.0	8	26421048	26422214	1	Os08g0530400
Os08t0530400-01	IRGSP-1.0	8	26417799	26422222	1	Os08g0530400
Os09t0313550-01	IRGSP-1.0	9	8533820	8542200	-1	Os09g0313550
Os02t0672500-01	IRGSP-1.0	2	27357591	27359660	-1	Os02g0672500
Os08t0544700-01	IRGSP-1.0	8	27295561	27296206	-1	Os08g0544700
Os01t0103000-01	IRGSP-1.0	1	170798	173144	-1	Os01g0103000
Os04t0674400-01	IRGSP-1.0	4	34423647	34426231	1	Os04g0674400
Os01t0889900-01	IRGSP-1.0	1	38688239	38692619	-1	Os01g0889900
Os02t0515200-03	IRGSP-1.0	2	18580778	18581665	-1	Os02g0515200
Os02t0515200-02	IRGSP-1.0	2	18577907	18581665	-1	Os02g0515200
Os02t0515200-01	IRGSP-1.0	2	18575251	18581665	-1	Os02g0515200
Os11t0312400-01	IRGSP-1.0	11	12136987	12141801	1	Os11g0312400
Os03t0650400-01	IRGSP-1.0	3	25234046	25240194	1	Os03g0650400
Os03t0650400-02	IRGSP-1.0	3	25234081	25240155	1	Os03g0650400
Os01t0210900-01	IRGSP-1.0	1	6031025	6032833	-1	Os01g0210900
Os02t0801200-01	IRGSP-1.0	2	34089732	34101310	-1	Os02g0801200
Os02t0801200-02	IRGSP-1.0	2	34092829	34094196	-1	Os02g0801200
Os12t0270100-02	IRGSP-1.0	12	9766670	9769299	-1	Os12g0270100
Os12t0270100-01	IRGSP-1.0	12	9768625	9772329	-1	Os12g0270100
Os03t0754900-02	IRGSP-1.0	3	31134469	31139684	1	Os03g0754900
Os03t0754900-01	IRGSP-1.0	3	31134446	31139659	1	Os03g0754900
Os01t0210700-01	IRGSP-1.0	1	6017742	6022122	-1	Os01g0210700
Os01t0210700-02	IRGSP-1.0	1	6017745	6022156	-1	Os01g0210700
Os01t0640100-00	IRGSP-1.0	1	25710912	25712866	1	Os01g0640100
Os02t0235600-01	IRGSP-1.0	2	7676838	7687402	1	Os02g0235600
Os06t0275000-01	IRGSP-1.0	6	9336376	9338569	1	Os06g0275000
Os01t0516200-00	IRGSP-1.0	1	18259513	18267127	1	Os01g0516200
Os01t0740700-01	IRGSP-1.0	1	30939288	30941548	-1	Os01g0740700
Os01t0781000-02	IRGSP-1.0	1	33089273	33090179	1	Os01g0781000
Os01t0781000-01	IRGSP-1.0	1	33089210	33090179	1	Os01g0781000
Os05t0128900-00	IRGSP-1.0	5	1695247	1696084	-1	Os05g0128900
Os09t0535400-00	IRGSP-1.0	9	21054538	21055909	1	Os09g0535400
Os11t0129301-00	IRGSP-1.0	11	1348404	1350109	1	Os11g0129301
Os09t0297200-00	IRGSP-1.0	9	7218928	7220483	-1	Os09g0297200
Os02t0689700-02	IRGSP-1.0	2	28289765	28291272	-1	Os02g0689700
Os02t0689700-01	IRGSP-1.0	2	28289828	28291677	-1	Os02g0689700
Os03t0279000-00	IRGSP-1.0	3	9492827	9493512	1	Os03g0279000
Os04t0487400-00	IRGSP-1.0	4	24356759	24357616	-1	Os04g0487400
Os12t0145150-00	IRGSP-1.0	12	2216475	2219321	1	Os12g0145150
Os09t0483400-01	IRGSP-1.0	9	18669321	18671699	1	Os09g0483400
Os05t0473101-01	IRGSP-1.0	5	23239643	23240672	1	Os05g0473101
Os09t0327600-01	IRGSP-1.0	9	9672226	9674673	-1	Os09g0327600
Os07t0246300-01	IRGSP-1.0	7	8143557	8145902	-1	Os07g0246300
Os01t0702000-01	IRGSP-1.0	1	29072787	29076338	-1	Os01g0702000
Os03t0439700-01	IRGSP-1.0	3	18575450	18577554	-1	Os03g0439700
Os01t0758950-00	IRGSP-1.0	1	31919694	31922269	-1	Os01g0758950
Os08t0471150-00	IRGSP-1.0	8	23158334	23159481	1	Os08g0471150
Os01t0937200-01	IRGSP-1.0	1	41145301	41146727	-1	Os01g0937200
Os01t0172100-01	IRGSP-1.0	1	3711212	3713653	1	Os01g0172100
Os01t0939200-01	IRGSP-1.0	1	41227384	41229462	-1	Os01g0939200
Os03t0752300-01	IRGSP-1.0	3	31014832	31017449	-1	Os03g0752300
Os05t0509800-00	IRGSP-1.0	5	25255960	25257031	1	Os05g0509800
Os01t0271000-01	IRGSP-1.0	1	9370627	9373600	1	Os01g0271000
Os03t0804000-01	IRGSP-1.0	3	33553283	33554230	-1	Os03g0804000
Os04t0480700-01	IRGSP-1.0	4	24049070	24051142	-1	Os04g0480700
Os11t0707300-00	IRGSP-1.0	11	28947700	28948437	-1	Os11g0707300
Os09t0432700-01	IRGSP-1.0	9	15888596	15890109	-1	Os09g0432700
Os06t0340301-01	IRGSP-1.0	6	13585070	13586160	1	Os06g0340301
Os01t0631200-01	IRGSP-1.0	1	25234709	25238165	1	Os01g0631200
Os01t0801100-01	IRGSP-1.0	1	33926609	33929782	1	Os01g0801100
Os02t0736500-01	IRGSP-1.0	2	30750588	30756512	-1	Os02g0736500
Os01t0811300-01	IRGSP-1.0	1	34480570	34484981	1	Os01g0811300
Os07t0517467-00	IRGSP-1.0	7	19957804	19958172	-1	Os07g0517467
Os06t0208200-01	IRGSP-1.0	6	5522541	5523474	1	Os06g0208200
Os08t0336700-01	IRGSP-1.0	8	15066529	15072875	-1	Os08g0336700
Os03t0676300-01	IRGSP-1.0	3	26746815	26747658	1	Os03g0676300
Os06t0228800-01	IRGSP-1.0	6	6691064	6695063	-1	Os06g0228800
Os07t0145800-00	IRGSP-1.0	7	2338784	2339182	-1	Os07g0145800
Os07t0515200-01	IRGSP-1.0	7	19779499	19782706	1	Os07g0515200
Os01t0750800-02	IRGSP-1.0	1	31487114	31490168	-1	Os01g0750800
Os03t0704400-01	IRGSP-1.0	3	28314296	28319907	1	Os03g0704400
Os11t0137200-01	IRGSP-1.0	11	1714986	1718589	1	Os11g0137200
Os08t0441600-01	IRGSP-1.0	8	21523475	21525761	1	Os08g0441600
Os07t0599150-00	IRGSP-1.0	7	24457010	24459903	1	Os07g0599150
Os04t0469000-01	IRGSP-1.0	4	23422508	23423336	-1	Os04g0469000
Os12t0102200-01	IRGSP-1.0	12	96736	99805	1	Os12g0102200
Os06t0473800-00	IRGSP-1.0	6	15841909	15842484	1	Os06g0473800
Os11t0484400-01	IRGSP-1.0	11	17054072	17061369	1	Os11g0484400
Os03t0192750-00	IRGSP-1.0	3	4825723	4827060	1	Os03g0192750
Os01t0391600-00	IRGSP-1.0	1	16609803	16613226	-1	Os01g0391600
Os11t0630900-01	IRGSP-1.0	11	24750529	24751629	1	Os11g0630900
Os06t0271000-00	IRGSP-1.0	6	9101145	9102125	1	Os06g0271000
Os04t0445900-00	IRGSP-1.0	4	22229872	22230561	-1	Os04g0445900
Os04t0419600-01	IRGSP-1.0	4	20738833	20740297	1	Os04g0419600
Os01t0841650-00	IRGSP-1.0	1	36129885	36132028	-1	Os01g0841650
Os08t0277200-01	IRGSP-1.0	8	10718581	10720791	1	Os08g0277200
Os04t0511700-01	IRGSP-1.0	4	25580949	25583094	-1	Os04g0511700
Os05t0380200-01	IRGSP-1.0	5	18370291	18371184	-1	Os05g0380200
Os09t0257000-00	IRGSP-1.0	9	4290126	4291301	1	Os09g0257000
Os08t0500400-01	IRGSP-1.0	8	24704216	24704803	1	Os08g0500400
Os05t0280500-01	IRGSP-1.0	5	11753281	11756377	-1	Os05g0280500
Os11t0143600-00	IRGSP-1.0	11	2024383	2025624	1	Os11g0143600
Os03t0686201-01	IRGSP-1.0	3	27374837	27378363	1	Os03g0686201
Os06t0554300-01	IRGSP-1.0	6	21066262	21069848	-1	Os06g0554300
Os01t0175850-00	IRGSP-1.0	1	3914804	3916283	-1	Os01g0175850
Os06t0494701-01	IRGSP-1.0	6	17236186	17239130	-1	Os06g0494701
Os01t0964333-00	IRGSP-1.0	1	42488143	42488813	-1	Os01g0964333
Os08t0299400-01	IRGSP-1.0	8	12266091	12269520	1	Os08g0299400
Os03t0310400-01	IRGSP-1.0	3	11068996	11071051	1	Os03g0310400
Os09t0425400-00	IRGSP-1.0	9	15426334	15426911	1	Os09g0425400
Os06t0565000-00	IRGSP-1.0	6	21749812	21755219	1	Os06g0565000
Os02t0175100-01	IRGSP-1.0	2	4109810	4112679	1	Os02g0175100
Os01t0303000-02	IRGSP-1.0	1	11202609	11203331	-1	Os01g0303000
Os12t0565000-01	IRGSP-1.0	12	23173178	23175919	1	Os12g0565000
Os07t0486500-02	IRGSP-1.0	7	17907577	17912298	1	Os07g0486500
Os07t0486500-01	IRGSP-1.0	7	17907341	17912113	1	Os07g0486500
Os03t0759500-01	IRGSP-1.0	3	31410884	31413316	1	Os03g0759500
Os09t0522200-01	IRGSP-1.0	9	20403413	20404332	-1	Os09g0522200
Os04t0111500-01	IRGSP-1.0	4	661863	667540	-1	Os04g0111500
Os04t0111500-02	IRGSP-1.0	4	661317	667536	-1	Os04g0111500
Os03t0300200-01	IRGSP-1.0	3	10551935	10556107	-1	Os03g0300200
Os02t0702800-01	IRGSP-1.0	2	28967587	28971989	-1	Os02g0702800
Os03t0101500-01	IRGSP-1.0	3	120881	122838	-1	Os03g0101500
Os04t0413100-01	IRGSP-1.0	4	20411176	20411853	-1	Os04g0413100
Os11t0448000-00	IRGSP-1.0	11	14960642	14967864	1	Os11g0448000
Os10t0436100-00	IRGSP-1.0	10	15546892	15547577	-1	Os10g0436100
Os09t0128600-04	IRGSP-1.0	9	2212289	2221512	-1	Os09g0128600
